  Frequencies  Document                   Snippet
            7  evem.gov.si.373.html       ... republika slovenija spot slovenska poslovna ... storitve točki spot ( vem ... ) točkah spot ( vem ... podatke referent spot imenu portala ... nudijo točke spot ( vem ... portala točki spot notarju gospodarske ... pomoč podporai sistem spoti seznam ...
            7  evem.gov.si.48.html        ... republika slovenija spot slovenska poslovna ... e-vem točki spot ( vem ... e-vem točki spot ( vem ... e-vem točki spot ( vem ... e-vem točki spot ( vem ... e-vem točki spot ( vem ... pomoč podporai sistem spoti seznam ...
            7  evem.gov.si.33.html        ... republika slovenija spot slovenska poslovna ... podjetje avtenticiralo sistem endm certifikatov ... . prijavljen sistem pošiljanje podatkov ... dostopa točki spot ( vem ... vstopnih točk spot ( vem ... podjetje informacijski sistem poveže endm ... pomoč podporai sistem spoti seznam ...
            7  evem.gov.si.13.html        ... republika slovenija spot slovenska poslovna ... certifikat avtenticiralo sistem hrs certifikatov ... . prijavljen sistem pošiljanje podatkov ... dostopa točki spot ( vem ... vstopnih točkah spot ( vem ... kadrovsko evidenco sistem poveže hrs ... pomoč podporai sistem spoti seznam ...
            6  podatki.gov.si.76.html     ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... . pravni sistem javna varnost ... . pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            6  podatki.gov.si.51.html     ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... . pravni sistem javna varnost ... . pravni sistem javna varnost ... podatkov plačah sistem ispap mesecih ... pravosodje pravni sistem javna varnost ...
            6  podatki.gov.si.356.html    ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... . pravni sistem javna varnost ... . pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            6  podatki.gov.si.80.html     ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... . pravni sistem javna varnost ... . pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            6  podatki.gov.si.79.html     ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... . pravni sistem javna varnost ... . pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            6  evem.gov.si.369.html       ... republika slovenija spot slovenska poslovna ... referenti točk spot ( vem ... mestih točkah spot ( vem ... - prijavite sistem ) zavihka ... pošlje točko spot ( vem ... pomoč podporai sistem spoti seznam ...
            6  evem.gov.si.26.html        ... republika slovenija spot slovenska poslovna ... izbere dvotirni sistem upravljanja družbe ... svetom enotirni sistem upravljanja družbe ... pozna enotirni sistem upravljanja skupščine ... kapital ; sistem upravljanja ( ... pomoč podporai sistem spoti seznam ...
            5  e-prostor.gov.si.117.html  ... prostorski koordinatni sistem / vertikalna ... višinski ( sistem ) gravimetrični ... gravimetrični ( sistem ) ; ... geoid.slovenski višinski sistem 2010 ( ... slovenski višinski sistem 2000 ( ...
            5  e-prostor.gov.si.20.html   ... prostorski koordinatni sistem / zakonodaja ... referenčni koordinatni sistem . direktivo ... novi koordinatni sistem zakon državnem ... geodetski referenčni sistem naloge pristojnosti ... novi koordinatni sistem d96/tm . ...
            5  podatki.gov.si.342.html    ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... . pravni sistem javna varnost ... . pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            5  podatki.gov.si.56.html     ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... . pravni sistem javna varnost ... . pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            5  podatki.gov.si.40.html     ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... . pravni sistem javna varnost ... . pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            5  podatki.gov.si.359.html    ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... . pravni sistem javna varnost ... . pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            5  podatki.gov.si.69.html     ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... . pravni sistem javna varnost ... podatkov plačah sistem ispap mesecih ... pravosodje pravni sistem javna varnost ...
            5  podatki.gov.si.351.html    ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... sektor sektor sistem plač javnem ... djs sektor sistem plač javnem ... pravosodje pravni sistem javna varnost ...
            5  podatki.gov.si.326.html    ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... računalniki operacijski sistem windows os ... naprave operacijski sistem android ios ... pravosodje pravni sistem javna varnost ...
            5  podatki.gov.si.74.html     ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... 'pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            5  evem.gov.si.375.html       ... republika slovenija spot slovenska poslovna ... referenti točk spot ( vem ... referentom točk spot ( vem ... e-vem ( spot ) številke ... pomoč podporai sistem spoti seznam ...
            5  evem.gov.si.359.html       ... republika slovenija spot slovenska poslovna ... ; vzpostavljen sistem sledljivosti zdravil ... ; vzdrževati sistem kakovosti jasno ... prakse vzpostavljen sistem sledljivosti zdravil ... pomoč podporai sistem spoti seznam ...
            5  evem.gov.si.39.html        ... republika slovenija spot slovenska poslovna ... svetovalce točkah spot ( vem ... priložnosti nudi sistem varovanja intelektualne ... svetovanje točkah spot ( vem ... pomoč podporai sistem spoti seznam ...
            5  evem.gov.si.58.html        ... republika slovenija spot slovenska poslovna ... zadruga prijavite sistem sistem e-vem omogoča ... elektronsko . sistem prijavite kvalificiranim ... pomoč podporai sistem spoti seznam ...
            5  evem.gov.si.74.html        ... republika slovenija spot slovenska poslovna ... davčni organ sistem edavki odložil ... e-vem točki spot ( vem ... e-vem točki spot ( vem ... pomoč podporai sistem spoti seznam ...
            5  evem.gov.si.22.html        ... republika slovenija spot slovenska poslovna ... e-vem točki spot ( vem ... strokovnjak točk spot ( vem ... priti točko spot ( vem ... pomoč podporai sistem spoti seznam ...
            5  evem.gov.si.34.html        ... republika slovenija spot slovenska poslovna ... obiskati točko spot ( vem ... položaj točk spot ( vem ... informacije točke spot ( vem ... pomoč podporai sistem spoti seznam ...
            4  e-prostor.gov.si.44.html   ... prostorski koordinatni sistem / transformacija ... novi koordinatni sistem / transformacija ... storitev koordinatni sistem d48/gk novih ... storitev koordinatni sistem d48/gk novih ...
            4  e-prostor.gov.si.118.html  ... novi koordinatni sistem domov / ... prostorski koordinatni sistem / transformacija ... novi koordinatni sistem zbirka vrednotenja ... novi koordinatni sistem razlaga transformacijski ...
            4  e-prostor.gov.si.40.html   ... prostorski koordinatni sistem / vertikalna ... državni višinski sistem . dobimo ... novi višinski sistem svs2010 ( ... državni višinski sistem svs2010 ( ...
            4  e-prostor.gov.si.104.html  ... obstoječi koordinatni sistem d48/gk novi ... koordinatni ravninski sistem naslednjimi epsg ... obstoječi koordinatni sistem si-d48/gk registriran ... 3912novi koordinatni sistem si-d96/tm registriran ...
            4  e-prostor.gov.si.149.html  ... prostorski koordinatni sistem / transformacija ... novi koordinatni sistem / razlaga ... geodetski referenčni sistem naloge pristojnosti ... novi koordinatni sistem prostorski podatki ...
            4  e-prostor.gov.si.46.html   ... prostorski koordinatni sistem / transformacija ... novi koordinatni sistem / dodatna ... referenčni koordinatni sistem slovenije . ... državni koordinatni sistem . geodetski ...
            4  podatki.gov.si.20.html     ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... . pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            4  podatki.gov.si.303.html    ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... področjih . sistem objav deluje ... pravosodje pravni sistem javna varnost ...
            4  podatki.gov.si.335.html    ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... . pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            4  podatki.gov.si.82.html     ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            4  podatki.gov.si.564.html    ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... analizirate ocenite sistem kazalnikov osnova ... pravosodje pravni sistem javna varnost ...
            4  podatki.gov.si.16.html     ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... področjih . sistem objav deluje ... pravosodje pravni sistem javna varnost ...
            4  podatki.gov.si.83.html     ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
            4  podatki.gov.si.363.html    ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ... pravosodje pravni sistem javna varnost ...
